text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason,who,emotional_reaction,interpretations,explorations
"That sucks, honestly",0,0,"-0.7 (negative sentiment due to the phrase ""That sucks"")",0.5 (moderately aroused due to the expression of frustration),negative,this is a dummy text,1,0,0,0,"The utterance expresses a recognition of a negative situation (""That sucks"") and conveys a sense of understanding or shared sentiment, indicating a desire for empathy.",0 (the focus is on the speaker's feelings about the situation),"1 (weak emotional response, as it acknowledges a negative feeling but does not elaborate)",0 (no clear expression of understanding towards another person's feelings),0 (no probing into the situation of another)
"So I saw someone outside just buy ice cream, but they pulled out like one of those packets and put mayo on it. They were eating that like right outside, like vanilla ice cream and mayo.",1,1,0,0,neutral,this is a dummy text,0,0,0,0,The utterance describes an observation without expressing any feelings or emotions related to the situation. It is a straightforward statement about an unusual behavior (eating ice cream with mayo) and does not seek or provide empathy.,0,0,0,0
I have no idea how they ended up like doing that like there's a point where sweet and sour is just no excuse you know,0,1,-0.5,0.5,negative,this is a dummy text,0,0,0,1,"The utterance expresses confusion and frustration about a situation, indicating a need for understanding and validation of feelings. It does not directly seek empathy but reflects a personal emotional state.",0,1,0,0
"So I'm really looking forward to having a trip overseas. I've been looking forward to this for a while and now that it's a month away I feel like it's already here, you know?",1,1,0.9,0.7,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement and anticipation about an upcoming trip, indicating a positive emotional state. However, it does not seek or provide empathy towards another person.",0,1,0,0
"I'm going to take a trip to Pakistan. I'm going to see a very different culture from mine. And I won that in a contest, so I feel like I'm very blessed.",0,1,0.9,0.7,positive,this is a dummy text,0,2,0,0,"The utterance expresses excitement and positivity about an upcoming trip and the experience of a different culture, indicating a personal positive emotion but does not seek or provide empathy.",0,1,0,0
So I used to live near a place that had like a lot of rich people properties. Like people with jet skis and all-terrain vehicles and all of that stuff. And it made me feel like really sad that I could never afford that kind of stuff and people just like use them regularly it was kind of depressing,1,1,-0.6,0.5,negative,this is a dummy text,0,2,0,1,"The utterance expresses a personal feeling of sadness and disappointment about not being able to afford certain luxuries, indicating a desire to be understood regarding these negative emotions.",0,2,1,0
At some point I just made peace with it and just realized that some other people are having like better lives thanks to chance. But yeah it still bothered me sometimes.,0,1,-0.2,0.2,neutral,this is a dummy text,0,2,0,0,"The utterance reflects a personal realization about accepting one's situation while acknowledging that it still causes some discomfort. This indicates a mix of self-reflection and a recognition of others' experiences, but it does not explicitly seek or provide empathy.",0,1,0,0
"Yeah, we just have to keep on keeping on and I guess... do the best with what we have, right?",0,1,0.1,0.2,neutral,this is a dummy text,0,0,0,0,"The utterance reflects a sense of perseverance and acceptance in the face of challenges, indicating a focus on self and a shared experience with others. However, it does not explicitly seek or provide empathy.",0,0,0,0
So once I was in my house and there came a really really big spider out of the ceiling and I didn't want to kill it so I just thrust it to like for it to fall on my hand and then and just went to the window and threw it away.,1,1,0 (the sentiment is neutral; the experience is neither particularly positive nor negative),0.5 (the speaker seems somewhat excited or animated about the experience),neutral,this is a dummy text,0,2,0,0,"The utterance describes a personal experience involving a spider, but it does not express a need for empathy or provide empathy to another person. It is more of a straightforward recounting of an event.",0 (the main attention is on the speaker's own experience),0 (there is no explicit emotional response expressed),0 (there is no expression of understanding towards another's feelings),0 (there is no probing into another's emotions or situation)
"I didn't know, actually, but I figured that if it continued to go down into the bottom of my hand, that it would be fine.",0,0,0,0,neutral,this is a dummy text,0,0,0,0,The utterance is primarily factual and does not express a need for empathy or an understanding of another's feelings. It reflects a thought process rather than an emotional exchange.,0,0,0,0
"Yeah, but they're animals. They're not going to hurt me, I think. I mean, some of them have venom and stuff.",0,0,0.1,0.2,neutral,this is a dummy text,0,0,0,0,"The utterance expresses a rationalization about the nature of animals and their potential threat, indicating a level of self-reflection and concern but does not actively seek or provide empathy.",0,0,0,0
